Country,Country Code,Region,Income Group,Year,Life Expectancy,Prevalence of Undernourishment,CO2 Emissions,Health Expenditure %,Education Expenditure %,Unemployment,Injuries,Communicable Diseases,Non Communicable Diseases,GDP (Billions),Access to clean water,Population (historical estimates)
Sao Tome and Principe,STP,Sub-Saharan Africa,Lower middle income,2002,62.687,12.8,59.999998659,10.66279221,2.720580101,17.629999161,3781.09,36011.64,25804.54,0.085,31.038183091,149852
Sao Tome and Principe,STP,Sub-Saharan Africa,Lower middle income,2003,63.359,11.2,70.000000298,12.6178236,3.246929884,16.360000610,3268.34,36798.71,24566.31,0.102,31.038183091,153774
Sao Tome and Principe,STP,Sub-Saharan Africa,Lower middle income,2004,64.02,9.8,70.000000298,11.86979675,3.234709978,16.120000839,3888.15,33050.62,26464.67,0.115,27.728031336,157714
Sao Tome and Principe,STP,Sub-Saharan Africa,Lower middle income,2005,64.659,9,79.999998212,11.51630402,4.856450081,16.469999313,3303.5,35858.7,24876.27,0.136,28.240630268,161697
Sao Tome and Principe,STP,Sub-Saharan Africa,Lower middle income,2006,65.27,9,79.999998212,8.27670765,4.271180153,16.649999619,3832.71,31177.03,26649.59,0.143,28.757451255,165739
Sao Tome and Principe,STP,Sub-Saharan Africa,Lower middle income,2007,65.854,9.8,79.999998212,8.1677618,6.286829948,16.233999252,4698.14,28289.04,27384.36,0.149,29.278362181,169859
Sao Tome and Principe,STP,Sub-Saharan Africa,Lower middle income,2008,66.412,11.1,90.000003576,7.11202765,5.554490089,15.630999565,4948.35,27718.05,27121.43,0.188,29.803218966,174019
Sao Tome and Principe,STP,Sub-Saharan Africa,Lower middle income,2009,66.938,12.1,90.000003576,7.19514179,10.677900314,15.199000359,3792.05,25773.81,27489.54,0.188,30.331273626,178145
Sao Tome and Principe,STP,Sub-Saharan Africa,Lower middle income,2010,67.43,13,100.000001490,6.84464884,9.651470184,14.604999542,3945.29,23395.06,28459.76,0.197,30.862950667,182154
Sao Tome and Principe,STP,Sub-Saharan Africa,Lower middle income,2011,67.885,13.5,100.000001490,6.75577354,8.891099930,14.107999802,3659.3,23856.95,27821.03,0.231,31.397778906,186058
Sao Tome and Principe,STP,Sub-Saharan Africa,Lower middle income,2012,68.306,13.3,119.999997318,6.47629499,6.339509964,13.590000153,3597.16,24466.1,27950.51,0.251,31.935878890,189936
Sao Tome and Principe,STP,Sub-Saharan Africa,Lower middle income,2013,68.695,12.9,119.999997318,7.93743801,5.939690113,13.649000168,3761.59,23236.75,28865.32,0.301,32.472206545,193765
Sao Tome and Principe,STP,Sub-Saharan Africa,Lower middle income,2014,69.052,13,119.999997318,6.73101854,3.749059916,13.704999924,4149,20123.09,30638.16,0.347,33.007347857,197511
Sao Tome and Principe,STP,Sub-Saharan Africa,Lower middle income,2015,69.377,12.9,119.999997318,5.34009647,3.864599943,13.821000099,4162.92,19209.21,31084.18,0.316,33.540965163,201142
Sao Tome and Principe,STP,Sub-Saharan Africa,Lower middle income,2016,69.67,12.9,129.999995232,6.43088818,5.173039913,13.894000053,4170.61,18418.71,31549.51,0.345,34.073024743,204640
Sao Tome and Principe,STP,Sub-Saharan Africa,Lower middle income,2017,69.933,12.5,140.000000596,6.46091604,5.036369801,13.973999977,4243.95,17406.41,32227.24,0.376,34.603506305,208050
Sao Tome and Principe,STP,Sub-Saharan Africa,Lower middle income,2018,70.17,12.8,140.000000596,5.84369802,5.235109806,14.060999870,4266.36,16675.36,32774.21,0.412,35.132385301,211358
Sao Tome and Principe,STP,Sub-Saharan Africa,Lower middle income,2019,70.385,13,150.000005960,5.52976227,5.921549797,14.144000053,4293.1,16170.29,33337.54,0.427,35.537529778,214612
Saudi Arabia,SAU,Middle East & North Africa,High income,2001,72.759,4.9,254090,4.46173573,7.718870163,4.619999886,1154674.35,982640.87,3255472.18,184.138,,22085932
Saudi Arabia,SAU,Middle East & North Africa,High income,2002,72.92,5,272250,4.2493763,7.636889935,5.269999981,1185236.47,936917.9,3314963.19,189.606,,22623412
Saudi Arabia,SAU,Middle East & North Africa,High income,2003,73.051,5.1,284829.986572266,3.97909737,7.105090141,5.559999943,1229326.53,899803.71,3392473.94,215.808,,23150850
Saudi Arabia,SAU,Middle East & North Africa,High income,2004,73.159,5,299890.014648438,3.58400607,6.277460098,5.820000172,1272700.88,861072.05,3470455.56,258.742,,23661804
Saudi Arabia,SAU,Middle East & North Africa,High income,2005,73.256,4.8,315290.008544922,3.4186728,5.430920124,6.050000191,1336192.76,830022.79,3589279.04,328.46,,24397652
Saudi Arabia,SAU,Middle East & North Africa,High income,2006,73.355,4.5,335440.002441406,3.61922503,5.891170025,6.25,1417401.13,802372.79,3703688.83,376.9,,25382870
Saudi Arabia,SAU,Middle East & North Africa,High income,2007,73.467,4.8,354619.995117188,3.56228733,6.873240211,5.730000019,1477694.42,780408.19,3824522.83,415.965,,26400066
Saudi Arabia,SAU,Middle East & North Africa,High income,2008,73.598,5.5,389720.001220703,2.97100425,5.137810230,5.079999924,1544044.48,760027.12,3955524.47,519.797,,27437352
Saudi Arabia,SAU,Middle East & North Africa,High income,2009,73.75,5.6,406529.998779297,4.29041958,6.873240211,5.380000114,1614283.59,740212.52,4074296.32,429.098,,28483800
Saudi Arabia,SAU,Middle East & North Africa,High income,2010,73.917,5.9,446130.004882813,3.647856,6.873240211,5.550000191,1682103.34,724537.7,4203214.74,528.207,,29411930
Saudi Arabia,SAU,Middle East & North Africa,High income,2011,74.089,5.4,463769.989013672,3.71177721,6.873240211,5.769999981,1737728.15,704145.48,4303808.3,676.635,,30150952
Saudi Arabia,SAU,Middle East & North Africa,High income,2012,74.254,5.4,492470.001220703,4.01962376,6.873240211,5.519999981,1792308.07,686517.27,4416631.08,741.85,,30821554
Saudi Arabia,SAU,Middle East & North Africa,High income,2013,74.402,4.6,503209.991455078,4.46568298,6.873240211,5.570000172,1835538.51,673769.58,4563662.06,753.865,,31482502
Saudi Arabia,SAU,Middle East & North Africa,High income,2014,74.533,4.3,540520.01953125,5.22795486,6.873240211,5.719999790,1891868.19,663708.46,4713008.36,766.606,,32125570
Saudi Arabia,SAU,Middle East & North Africa,High income,2015,74.651,3.7,565190.002441406,5.9983449,6.873240211,5.590000153,2084340.33,653651.81,4881762.45,669.484,,32749838
Saudi Arabia,SAU,Middle East & North Africa,High income,2016,74.761,3.7,561229.98046875,5.83562946,8.510457993,5.650000095,1980780.14,649277.3,5044183.94,666,,33416272
Saudi Arabia,SAU,Middle East & North Africa,High income,2017,74.874,3.7,545070.007324219,6.26256323,8.016425133,5.889999866,2000056.94,643663.66,5217010.11,714.995,,34193120
Saudi Arabia,SAU,Middle East & North Africa,High income,2018,74.998,3.8,521260.009765625,5.74845695,7.085813046,6.039999962,2044416.59,638091.4,5406200.54,846.584,,35018132
Saudi Arabia,SAU,Middle East & North Africa,High income,2019,75.133,3.9,523780.029296875,5.68828773,6.794735432,5.672999859,2080319.56,636590.66,5614439.16,838.565,,35827364
Senegal,SEN,Sub-Saharan Africa,Lower middle income,2001,58.177,24.1,4460,3.67916536,2.471509933,5.606999874,319771.29,4508804.21,1639502.57,6.508,20.263726212,9938028
Senegal,SEN,Sub-Saharan Africa,Lower middle income,2002,58.675,22.9,4579.999923706,3.95129871,2.594419956,5.650000095,389469.68,4400201.14,1670474.24,7.006,23.057328832,10180944
Senegal,SEN,Sub-Saharan Africa,Lower middle income,2003,59.259,21.4,4489.999771118,4.29645395,2.751250029,6.688000202,297691.29,4376668.74,1641700.51,8.769,23.057328832,10434505
Senegal,SEN,Sub-Saharan Africa,Lower middle income,2004,59.912,19.6,5389.999866486,4.56848049,3.077780008,7.793000221,321997.23,4201912.08,1733808.01,10.077,21.091126601,10698699
Senegal,SEN,Sub-Saharan Africa,Lower middle income,2005,60.62,18.1,5670.000076294,3.67466164,4.064430237,8.895999908,322491.07,4130506.23,1764214.15,11.009,21.404763965,10974066
Senegal,SEN,Sub-Saharan Africa,Lower middle income,2006,61.365,16.5,5570.000171661,3.76337719,3.821379900,10.029999733,326343.55,4042473.64,1771215.51,11.698,21.717913360,11263389
Senegal,SEN,Sub-Saharan Africa,Lower middle income,2007,62.126,13.6,6199.999809265,3.41496325,4.412958079,10.083999634,319157.96,3901608.35,1805966.42,13.994,22.030260556,11563878
Senegal,SEN,Sub-Saharan Africa,Lower middle income,2008,62.88,11.9,6440.000057220,3.50687575,4.025680065,10.133000374,321085.94,3768005.67,1841615.71,16.854,22.341801609,11872933
Senegal,SEN,Sub-Saharan Africa,Lower middle income,2009,63.607,11,6670.000076294,3.84157085,4.920730114,10.211000443,326440.72,3653873.89,1894866.64,16.146,22.652228783,12195028
Senegal,SEN,Sub-Saharan Africa,Lower middle income,2010,64.284,11.3,7030.000209808,4.02764177,5.217740059,10.263999939,296715.82,3716347.24,1830704.3,16.121,22.962148384,12530128
Senegal,SEN,Sub-Saharan Africa,Lower middle income,2011,64.898,11.5,7570.000171661,4.21416569,4.903029919,10.359999657,303726.52,3621193.52,1878086.5,17.814,23.271248260,12875878
Senegal,SEN,Sub-Saharan Africa,Lower middle income,2012,65.448,11.9,7449.999809265,4.26687956,4.776989937,9.437999725,297815.94,3579299.05,1886908.86,17.661,23.579227562,13231840
Senegal,SEN,Sub-Saharan Africa,Lower middle income,2013,65.939,12,8010.000228882,4.38575172,5.686560154,8.578000069,305516.48,3473914.77,1943531.97,18.919,23.886383251,13595571
Senegal,SEN,Sub-Saharan Africa,Lower middle income,2014,66.37,11.8,8569.999694824,4.39605808,5.720210075,7.645999908,328669.46,3317058.41,2045935.25,19.797,24.192711779,13970314
Senegal,SEN,Sub-Saharan Africa,Lower middle income,2015,66.747,10.7,9289.999961853,4.38257313,5.456379890,6.760000229,331271.48,3264833.98,2091107.35,17.775,24.500571959,14356191
Senegal,SEN,Sub-Saharan Africa,Lower middle income,2016,67.078,9.5,10130.000114441,4.26078129,5.113090038,4.460000038,340945.55,3175625.12,2155535.42,19.04,24.809636130,14751356
Senegal,SEN,Sub-Saharan Africa,Lower middle income,2017,67.38,8.5,9800.000190735,3.99707484,4.624969959,3.690000057,344250.34,3144770.08,2177014.17,20.997,25.120453450,15157793
Senegal,SEN,Sub-Saharan Africa,Lower middle income,2018,67.665,7.8,10180.000305176,4.23825741,4.858220100,3.275000095,336993.39,3019433.1,2179622.92,23.117,25.432404276,15574910
Senegal,SEN,Sub-Saharan Africa,Lower middle income,2019,67.941,7.4,10619.999885559,4.13226938,5.348875046,2.859999895,334986.7,2919710.61,2219121.17,23.404,25.745742909,16000783
Serbia,SRB,Europe & Central Asia,Upper middle income,2001,72.234146341,3.1,45000,6.86061621,4.010269145,12.800000191,384910.03,202802.18,3046386.32,12.961,74.381261974,7917792
Serbia,SRB,Europe & Central Asia,Upper middle income,2002,72.285365854,3,48580.001831055,8.0600071,4.010269145,13.800000191,370930.9,200023.59,3031146.72,17.121,74.714156005,7904272
Serbia,SRB,Europe & Central Asia,Upper middle income,2003,72.436585366,2.7,52150.001525879,8.1294651,4.010269145,15.199999809,362813.9,200853.45,3074737.05,22.482,74.714156005,7887466
Serbia,SRB,Europe & Central Asia,Upper middle income,2004,72.682926829,2.5,56349.998474121,8.24021435,4.010269145,18.5,355472.7,186917.33,3099577.11,26.142,74.499039312,7863399
Serbia,SRB,Europe & Central Asia,Upper middle income,2005,72.834146341,2.5,50689.998626709,8.27808189,4.010269145,20.850000381,345214.4,171285.08,3140391.95,27.683,74.538088448,7830944
Serbia,SRB,Europe & Central Asia,Upper middle income,2006,73.385365854,2.5,53009.998321533,8.48804665,4.010269145,20.850000381,335125.98,158697.88,3110537.36,32.482,74.577119040,7794792
Serbia,SRB,Europe & Central Asia,Upper middle income,2007,73.631707317,2.5,51459.999084473,9.37001324,4.209839821,18.059999466,323246.04,146829.7,3080110.06,43.171,74.616266366,7758181
Serbia,SRB,Europe & Central Asia,Upper middle income,2008,73.885365854,2.5,49830.001831055,9.47590065,4.441999912,13.699999809,317004.39,130231.39,3084988.57,52.194,74.655238945,7722801
Serbia,SRB,Europe & Central Asia,Upper middle income,2009,73.985365854,2.5,46869.998931885,9.3397665,4.483980179,16.139999390,309311.36,134592.1,3051641.08,45.163,74.694181261,7688037
Serbia,SRB,Europe & Central Asia,Upper middle income,2010,74.336585366,2.5,47099.998474121,9.52071667,4.327809811,19.219999313,298582.94,132606.22,2989272.2,41.819,74.732948333,7653749
Serbia,SRB,Europe & Central Asia,Upper middle income,2011,74.536585366,2.6,51229.999542236,9.10749245,4.238359928,22.969999313,292953.57,136233.92,2951693.11,49.258,74.771840566,7620925
Serbia,SRB,Europe & Central Asia,Upper middle income,2012,74.836585366,2.6,45790.000915527,9.32176399,4.164209843,24,286496.73,120970.69,2925758.07,43.309,74.798552544,7591357
Serbia,SRB,Europe & Central Asia,Upper middle income,2013,75.185365854,3.2,46470.001220703,9.30588913,4.010269145,22.149999619,279935.68,131575.05,2905044.15,48.394,74.821048786,7566674
Serbia,SRB,Europe & Central Asia,Upper middle income,2014,75.336585366,3.7,38959.999084473,9.23958969,3.926980019,19.219999313,278555.12,128049.48,2908499.04,47.062,74.843680949,7543965
Serbia,SRB,Europe & Central Asia,Upper middle income,2015,75.287804878,4.1,45389.999389648,8.8132,3.786400080,17.659999847,274641.43,125280.99,2912924.95,39.656,74.866151967,7519501
Serbia,SRB,Europe & Central Asia,Upper middle income,2016,75.687804878,4.2,46619.998931885,8.4589138,3.634700060,15.260000229,271283.71,122266.47,2854815.07,40.693,74.888756731,7493288
Serbia,SRB,Europe & Central Asia,Upper middle income,2017,75.539024390,4,47340.000152588,8.22039318,3.710160017,13.479999542,273324.18,118619.37,2862947.16,44.179,74.914040367,7464882
Serbia,SRB,Europe & Central Asia,Upper middle income,2018,75.890243902,3.8,46130.001068115,8.5316782,3.582319975,12.729999542,274175.32,115978.23,2880460.23,50.641,74.942005967,7433825
Serbia,SRB,Europe & Central Asia,Upper middle income,2019,75.936585366,3.7,45950.000762939,8.67206478,3.616470098,10.390000343,273205.78,113109.97,2889862.28,51.514,74.972637851,7401056
Seychelles,SYC,Sub-Saharan Africa,High income,2001,73.253658537,,320,5.39628124,4.117958436,,2617.97,3907.56,17382.24,0.662,,81278
Seychelles,SYC,Sub-Saharan Africa,High income,2002,71.087804878,,349.999994040,4.56042624,5.193329811,,2705.11,3990.19,17944.01,0.742,,82448
Seychelles,SYC,Sub-Saharan Africa,High income,2003,71.029268293,,340.000003576,5.35933495,5.374929905,,2795.2,4065.25,18511.34,0.751,,83613
Seychelles,SYC,Sub-Saharan Africa,High income,2004,72.660975610,,379.999995232,5.1972785,4.117958436,,2942.9,4054.4,18696.8,0.893,,84733
Seychelles,SYC,Sub-Saharan Africa,High income,2005,72.131707317,,379.999995232,4.97854805,4.117958436,,2672.12,4045.87,18966.68,0.978,,85907
Seychelles,SYC,Sub-Saharan Africa,High income,2006,72.217073171,,389.999985695,4.67937088,4.770120144,,2678.35,4066.71,19222.39,1.081,,87110
Seychelles,SYC,Sub-Saharan Africa,High income,2007,73.143902439,,400.000005960,4.09072113,4.117958436,,2649.43,4152.87,19460.46,1.077,,88339
Seychelles,SYC,Sub-Saharan Africa,High income,2008,73.163414634,,419.999986887,3.98245716,4.117958436,,2538.56,4103.12,19694.38,0.98,,89660
Seychelles,SYC,Sub-Saharan Africa,High income,2009,73.082926829,,449.999988079,3.88551354,4.117958436,,2565.39,4162.53,19940.41,0.851,,91046
Seychelles,SYC,Sub-Saharan Africa,High income,2010,73.197560976,,439.999997616,4.82908678,3.548259974,,2721.9,4217.62,20116.53,0.982,,92424
Seychelles,SYC,Sub-Saharan Africa,High income,2011,72.724390244,,409.999996424,4.80053091,3.606440067,,2802.83,4277.29,20374.78,1.059,,93842
Seychelles,SYC,Sub-Saharan Africa,High income,2012,74.275609756,,430.000007153,5.73247576,2.613929987,,2727.74,4364.39,20826.86,1.09,,95319
Seychelles,SYC,Sub-Saharan Africa,High income,2013,73.119512195,,419.999986887,4.50912476,3.608129978,,2754.54,4444.01,21191.38,1.325,,96730
Seychelles,SYC,Sub-Saharan Africa,High income,2014,73.229268293,,469.999998808,4.7388773,4.083680153,,2862.36,4519.71,21642.79,1.388,,98016
Seychelles,SYC,Sub-Saharan Africa,High income,2015,74.295121951,,509.999990463,4.5895319,4.222899914,,2934.61,4597.91,22231.08,1.391,,99260
Seychelles,SYC,Sub-Saharan Africa,High income,2016,74.309756098,,579.999983311,5.18561649,4.421020031,,3007.18,4636.29,22870.36,1.459,,100521
Seychelles,SYC,Sub-Saharan Africa,High income,2017,74.3,,579.999983311,4.90735865,3.677289963,,2990.76,4585.08,23343.37,1.53,,101828
Seychelles,SYC,Sub-Saharan Africa,High income,2018,72.841463415,,579.999983311,5.26916742,4.498839855,,3009.92,4494.22,23868.74,1.588,,103120
Seychelles,SYC,Sub-Saharan Africa,High income,2019,74.046341463,,610.000014305,5.1902914,3.914589882,,3022.14,4429.22,24437.06,1.645,,104386
Sierra Leone,SLE,Sub-Saharan Africa,Low income,2001,40.369,50.7,440,10.97251225,3.432719946,3.457000017,215749.14,3974083.31,919964.08,1.075,5.306577772,4857106
Sierra Leone,SLE,Sub-Saharan Africa,Low income,2002,41.376,49.8,500,11.42102432,3.545279980,3.388000011,219195.55,4108946.37,960396.62,1.236,7.322525588,5140120
Sierra Leone,SLE,Sub-Saharan Africa,Low income,2003,42.419,49.4,550.000011921,10.82905197,3.260610104,3.417999983,228360.19,4196099.95,998688.01,1.37,7.322525588,5350917
Sierra Leone,SLE,Sub-Saharan Africa,Low income,2004,43.467,48.8,529.999971390,10.96055317,3.107130051,3.420000076,245496.96,4222083.96,1046659.2,1.43,5.866251561,5533329
Sierra Leone,SLE,Sub-Saharan Africa,Low income,2005,44.502,46.7,449.999988079,11.03772926,2.796979904,3.546999931,253447.1,4215134.36,1081435.51,1.627,6.069888325,5683338
Sierra Leone,SLE,Sub-Saharan Africa,Low income,2006,45.517,43.7,589.999973774,10.39398956,3.459998382,3.671999931,257917.45,4187974.75,1104926.08,1.862,6.283213562,5809778
Sierra Leone,SLE,Sub-Saharan Africa,Low income,2007,46.52,41.7,500,10.03516197,2.558510065,3.788000107,272984.03,4128718.05,1126324.99,2.127,6.501309299,5939169
Sierra Leone,SLE,Sub-Saharan Africa,Low income,2008,47.508,40.3,519.999980927,9.87387085,2.413170099,3.918999910,257011.4,4095875.88,1126564.54,2.452,6.724051665,6090861
Sierra Leone,SLE,Sub-Saharan Africa,Low income,2009,48.468,34.9,519.999980927,11.09847832,2.778140068,4.048999786,273162.17,4016372.81,1142794.92,2.419,6.951244341,6259845
Sierra Leone,SLE,Sub-Saharan Africa,Low income,2010,49.382,29.1,560.000002384,10.94338036,2.588639975,4.170000076,267320,3911711.83,1178263.76,2.578,7.182768280,6436699
Sierra Leone,SLE,Sub-Saharan Africa,Low income,2011,50.234,24.4,740.000009537,13.28134346,2.668900013,4.294000149,269043.49,3819282.92,1202219.09,2.932,7.418570775,6612390
Sierra Leone,SLE,Sub-Saharan Africa,Low income,2012,51.018,24.3,860.000014305,10.59041977,2.872040033,4.397999763,271775.55,3717277.13,1228975.45,3.789,7.658524840,6788594
Sierra Leone,SLE,Sub-Saharan Africa,Low income,2013,51.731,25.4,1039.999961853,11.56772041,2.379810095,4.510000229,278524.58,3559689.4,1253119.6,4.92,7.902376847,6964867
Sierra Leone,SLE,Sub-Saharan Africa,Low income,2014,52.372,25,1149.999976158,19.72741699,2.662919998,4.679999828,281476.52,3730231.5,1278082.77,5.015,8.150131947,7140700
Sierra Leone,SLE,Sub-Saharan Africa,Low income,2015,52.941,25.8,910.000026226,20.413414,3.057290077,4.742000103,276914.76,3511791.97,1292235.02,4.252,8.401602510,7314779
Sierra Leone,SLE,Sub-Saharan Africa,Low income,2016,53.444,25.9,930.000007153,16.5259552,3.060230017,4.663000107,279141.79,3307688.86,1314401.46,3.863,8.656720511,7493918
Sierra Leone,SLE,Sub-Saharan Africa,Low income,2017,53.895,27.2,939.999997616,9.39976025,4.660960197,4.663000107,370362.06,3212165.46,1345818.13,3.719,8.915711343,7677570
Sierra Leone,SLE,Sub-Saharan Africa,Low income,2018,54.309,27.7,860.000014305,8.28987408,6.989630222,4.659999847,289937.47,3111854.64,1377250.05,4.085,9.178475564,7861287
Sierra Leone,SLE,Sub-Saharan Africa,Low income,2019,54.696,27.9,899.999976158,8.74976635,7.447010040,4.649000168,290513.5,3050253.71,1399862.43,4.077,9.444748567,8046830
Singapore,SGP,East Asia & Pacific,High income,2001,78.251219512,,42030,3.16302657,3.542490005,3.759999990,84897.01,63745.56,602137.61,89.794,100,4121341
Singapore,SGP,East Asia & Pacific,High income,2002,78.551219512,,41290.000915527,3.358464,3.878530025,5.650000095,83339.93,64822.19,605389.59,92.538,20.497179202,4176799
Singapore,SGP,East Asia & Pacific,High income,2003,79.039024390,,38159.999847412,3.60699248,3.981940031,5.929999828,79777.86,64181.47,598024.83,97.646,20.776387649,4226417
Singapore,SGP,East Asia & Pacific,High income,2004,79.490243902,,39619.998931885,3.15019822,3.652760029,5.840000153,78118.27,64275.16,604975.76,115.034,100,4270407
Singapore,SGP,East Asia & Pacific,High income,2005,79.990243902,,36900.001525879,3.03367925,3.195960045,5.590000153,77171.94,64744.4,610409.37,127.808,100,4344645
Singapore,SGP,East Asia & Pacific,High income,2006,80.141463415,,37169.998168945,2.9347465,2.859119892,4.480000019,78642.98,65726.66,627399.01,148.627,100,4486581
Singapore,SGP,East Asia & Pacific,High income,2007,80.441463415,,38290.000915527,2.83749056,2.946749926,3.900000095,81466.49,68146.83,651860.47,180.942,100,4663262
Singapore,SGP,East Asia & Pacific,High income,2008,80.790243902,,38419.998168945,3.19488454,2.764600039,3.960000038,85586.08,70160.39,682920.19,193.617,100,4838404
Singapore,SGP,East Asia & Pacific,High income,2009,81.241463415,,38830.001831055,3.39853096,3.010129929,5.860000134,86393.86,71573.43,699697.48,194.15,100,5010707
Singapore,SGP,East Asia & Pacific,High income,2010,81.541463415,,42409.999847412,3.20265365,3.080440044,4.119999886,85959.81,72250.92,715019.06,239.808,100,5163585
Singapore,SGP,East Asia & Pacific,High income,2011,81.743902439,,44770.000457764,3.15792179,3.030770063,3.890000105,86545.47,73235.74,732877.83,279.357,100,5281351
Singapore,SGP,East Asia & Pacific,High income,2012,81.995121951,,43689.998626709,3.32783675,3.070859909,3.720000029,88049.57,76258.57,757595.3,295.093,100,5381003
Singapore,SGP,East Asia & Pacific,High income,2013,82.246341463,,43909.999847412,3.68562651,2.854350090,3.859999895,87850.96,77646.94,773833.84,307.576,100,5478063
Singapore,SGP,East Asia & Pacific,High income,2014,82.495121951,,44400.001525879,3.87155676,2.924370050,3.740000010,87584.47,78771.69,789329.13,314.864,100,5570505
Singapore,SGP,East Asia & Pacific,High income,2015,82.743902439,,45430.000305176,4.18069839,2.863090038,3.789999962,88055.28,79422.82,805629.55,307.999,100,5650020
Singapore,SGP,East Asia & Pacific,High income,2016,82.846341463,,46099.998474121,4.39192295,2.874830008,4.079999924,89945.63,80481.42,819948.83,319.03,100,5711936
Singapore,SGP,East Asia & Pacific,High income,2017,83.095121951,,49139.999389648,4.36418819,2.768260002,4.199999809,90858.29,81016.56,826454.97,343.273,100,5764489
Singapore,SGP,East Asia & Pacific,High income,2018,83.297560976,,47400.001525879,4.08520222,2.855979919,3.642999887,91346.98,82677.24,848326.48,376.87,100,5814543
Singapore,SGP,East Asia & Pacific,High income,2019,83.595121951,,47380.001068115,4.08152914,2.736210108,3.099999905,91559.87,84309.18,871899.33,376.837,100,5866408
Slovenia,SVN,Europe & Central Asia,High income,2001,75.758536585,2.5,15380,7.87602425,5.756830215,5.679999828,104446.68,27472.9,516992.02,20.876,91.105229509,1982489
Slovenia,SVN,Europe & Central Asia,High income,2002,76.007317073,2.5,15520.000457764,8.02119923,5.672860146,5.920000076,102860.42,26693.41,509671.39,23.49,92.813326729,1983769
Slovenia,SVN,Europe & Central Asia,High income,2003,76.858536585,2.5,15409.999847412,8.09883595,5.703330040,6.480000019,104388.95,26656.58,513516.48,29.635,93.449670575,1989413
Slovenia,SVN,Europe & Central Asia,High income,2004,77.207317073,2.5,15699.999809265,7.93957281,5.644259930,6.010000229,102634.3,26362.32,510436.7,34.415,91.105229509,1996731
Slovenia,SVN,Europe & Central Asia,High income,2005,77.612195122,2.5,15920.000076294,7.99595737,5.604080200,6.510000229,99672.2,25694.8,499367.7,36.206,91.105229509,2004780
Slovenia,SVN,Europe & Central Asia,High income,2006,78.086585366,2.5,16290.000915527,7.82322741,5.590660095,5.949999809,101023.82,24918.69,501720.11,39.481,91.105229509,2013577
Slovenia,SVN,Europe & Central Asia,High income,2007,78.560975610,2.5,16280.000686646,7.51139164,5.116610050,4.820000172,100177.2,24249.49,502874.93,48.067,91.105229509,2023230
Slovenia,SVN,Europe & Central Asia,High income,2008,78.765853659,2.5,17360.000610352,7.85466576,5.109519958,4.369999886,97082.52,23660.99,498690.34,55.779,91.105229509,2034037
Slovenia,SVN,Europe & Central Asia,High income,2009,78.970731707,2.5,15510.000228882,8.540802,5.554969788,5.860000134,94456.43,23064.57,496450.4,50.568,91.105229509,2045578
Slovenia,SVN,Europe & Central Asia,High income,2010,79.421951220,2.5,15779.999732971,8.56503296,5.545460224,7.239999771,92954.65,22791.81,497767.64,48.208,91.785273073,2057294
Slovenia,SVN,Europe & Central Asia,High income,2011,79.970731707,2.5,15699.999809265,8.53639603,5.541259766,8.170000076,90831.5,22613.32,496305.7,51.584,92.465316637,2065457
Slovenia,SVN,Europe & Central Asia,High income,2012,80.124390244,2.5,15119.999885559,8.71509933,5.620230198,8.840000153,89844.64,22341.9,501986.72,46.578,93.145360201,2069365
Slovenia,SVN,Europe & Central Asia,High income,2013,80.321951220,2.5,14550.000190735,8.74028301,5.405729771,10.100000381,87981.98,22301.75,500001.46,48.416,93.825403765,2072374
Slovenia,SVN,Europe & Central Asia,High income,2014,81.078048780,2.5,13109.999656677,8.50197506,5.291699886,9.670000076,84191.16,21276.11,487237.05,49.997,94.505447329,2074923
Slovenia,SVN,Europe & Central Asia,High income,2015,80.775609756,2.5,13140.000343323,8.49823952,4.909530163,8.960000038,85612.92,21476.96,502403.27,43.108,95.185490893,2080865
Slovenia,SVN,Europe & Central Asia,High income,2016,81.175609756,2.5,13899.999618530,8.4630394,4.792669773,8,85807.01,21440.94,501700.25,44.767,95.865534458,2090020
Slovenia,SVN,Europe & Central Asia,High income,2017,81.029268293,2.5,14119.999885559,8.18522835,4.780539989,6.559999943,86588.11,21435.93,508791.41,48.589,96.545578022,2098396
Slovenia,SVN,Europe & Central Asia,High income,2018,81.378048780,2.5,14069.999694824,8.27940369,4.935870171,5.110000134,85605.49,21445.6,515164,54.178,97.225621586,2105931
Slovenia,SVN,Europe & Central Asia,High income,2019,81.529268293,2.5,13600.000381470,8.52386475,5.365339465,4.449999809,83176.33,21463.76,520966.97,54.332,97.905665150,2112905
Solomon Islands,SLB,East Asia & Pacific,Lower middle income,2001,67.816,13.3,250,6.60538769,9.498553129,1.906999946,30629.39,99375.76,121254.14,0.41,100,440403
Solomon Islands,SLB,East Asia & Pacific,Lower middle income,2002,68.175,13.1,259.999990463,10.10495281,9.498553129,1.825000048,31513.77,101549.55,124691.37,0.346,100,450773
Solomon Islands,SLB,East Asia & Pacific,Lower middle income,2003,68.518,12.6,270.000010729,7.075634,9.498553129,1.664000034,32004.1,103604.02,128173.79,0.418,100,461226
Solomon Islands,SLB,East Asia & Pacific,Lower middle income,2004,68.845,12.7,310.000002384,7.72383881,9.498553129,1.700999975,32207.3,106276.52,131426.67,0.468,100,471796
Solomon Islands,SLB,East Asia & Pacific,Lower middle income,2005,69.158,12.5,340.000003576,9.0159359,9.498553129,1.764999986,32765.92,107279.74,135125.46,0.553,100,482496
